rt,serialno,division,sporder,puma,region,st,adjinc,pwgtp,agep,cit,citwp,cow,ddrs,dear,deye,dout,dphy,drat,dratx,drem,eng,fer,gcl,gcm,gcr,hins1,hins2,hins3,hins4,hins5,hins6,hins7,intp,jwmnp,jwrip,jwtr,lanx,mar,marhd,marhm,marht,marhw,marhyp,mig,mil,mlpa,mlpb,mlpcd,mlpe,mlpfg,mlph,mlpi,mlpj,mlpk,nwab,nwav,nwla,nwlk,nwre,oip,pap,relp,retp,sch,schg,schl,semp,sex,ssip,ssp,wagp,wkhp,wkl,wkw,wrk,yoep,anc,anc1p,anc2p,decade,dis,drivesp,esp,esr,fod1p,fod2p,hicov,hisp,indp,jwap,jwdp,lanp,migpuma,migsp,msp,naicsp,nativity,nop,oc,occp,paoc,pernp,pincp,pobp,povpip,powpuma,powsp,privcov,pubcov,qtrbir,rac1p,rac2p,rac3p,racaian,racasn,racblk,racnh,racnum,racpi,racsor,racwht,rc,sciengp,sciengrlp,sfn,sfr,socp,vps,waob,fagep,fancp,fcitp,fcitwp,fcowp,fddrsp,fdearp,fdeyep,fdisp,fdoutp,fdphyp,fdratp,fdratxp,fdremp,fengp,fesrp,fferp,ffodp,fgclp,fgcmp,fgcrp,fhicovp,fhins1p,fhins2p,fhins3c,fhins3p,fhins4c,fhins4p,fhins5c,fhins5p,fhins6p,fhins7p,fhisp,findp,fintp,fjwdp,fjwmnp,fjwrip,fjwtrp,flanp,flanxp,fmarp,fmarhdp,fmarhmp,fmarhtp,fmarhwp,fmarhyp,fmigp,fmigsp,fmilpp,fmilsp,foccp,foip,fpap,fpernp,fpincp,fpobp,fpowsp,fprivcovp,fpubcovp,fracp,frelp,fretp,fschgp,fschlp,fschp,fsemp,fsexp,fssip,fssp,fwagp,fwkhp,fwklp,fwkwp,fwrkp,fyoep,pwgtp1,pwgtp2,pwgtp3,pwgtp4,pwgtp5,pwgtp6,pwgtp7,pwgtp8,pwgtp9,pwgtp10,pwgtp11,pwgtp12,pwgtp13,pwgtp14,pwgtp15,pwgtp16,pwgtp17,pwgtp18,pwgtp19,pwgtp20,pwgtp21,pwgtp22,pwgtp23,pwgtp24,pwgtp25,pwgtp26,pwgtp27,pwgtp28,pwgtp29,pwgtp30,pwgtp31,pwgtp32,pwgtp33,pwgtp34,pwgtp35,pwgtp36,pwgtp37,pwgtp38,pwgtp39,pwgtp40,pwgtp41,pwgtp42,pwgtp43,pwgtp44,pwgtp45,pwgtp46,pwgtp47,pwgtp48,pwgtp49,pwgtp50,pwgtp51,pwgtp52,pwgtp53,pwgtp54,pwgtp55,pwgtp56,pwgtp57,pwgtp58,pwgtp59,pwgtp60,pwgtp61,pwgtp62,pwgtp63,pwgtp64,pwgtp65,pwgtp66,pwgtp67,pwgtp68,pwgtp69,pwgtp70,pwgtp71,pwgtp72,pwgtp73,pwgtp74,pwgtp75,pwgtp76,pwgtp77,pwgtp78,pwgtp79,pwgtp80
P,2016000041165,9,03,11611,4,53,1029257,27.0,22.0,1.0,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,02,0.0,1,,18,0.0,2,0.0,0.0,0.0,,2,,2,,1,720,999,,2,,,6,,,1,01,8680,,,,,,6,722Z    ,1,,0,4110,4,0.0,0.0,053,501.0,,,1,2,3,6,45,006,0,1,0,0,1,0,0,0,0,,,,,353031,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,,1,,1,,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,27.0,21.0,8.0,29.0,21.0,27.0,46.0,24.0,22.0,10.0,42.0,8.0,7.0,33.0,37.0,58.0,45.0,6.0,30.0,9.0,21.0,32.0,47.0,30.0,30.0,22.0,13.0,25.0,23.0,39.0,7.0,45.0,41.0,29.0,30.0,11.0,11.0,38.0,34.0,11.0,24.0,26.0,41.0,24.0,24.0,27.0,8.0,30.0,34.0,52.0,7.0,39.0,48.0,30.0,29.0,9.0,8.0,42.0,25.0,58.0,26.0,30.0,7.0,21.0,29.0,34.0,52.0,25.0,26.0,7.0,42.0,7.0,9.0,34.0,33.0,42.0,39.0,9.0,31.0,42.0
P,2016000041504,9,03,11613,4,53,1029257,13.0,22.0,1.0,,1,2,2,2,2,2,,,2,1,,,,,1,2,2,2,2,2,2,0.0,15.0,1.0,01,1,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,02,0.0,2,15,19,0.0,1,0.0,0.0,3000.0,8.0,1,4,1,,1,210,999,,2,1,,1,,,1,02,5275,091,049,1200,,,6,4511M   ,1,,0,4760,,3000.0,3000.0,053,356.0,11600,053,1,2,4,1,01,001,0,0,0,0,1,0,0,1,0,,,,,412031,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,10.0,12.0,14.0,22.0,14.0,3.0,12.0,4.0,3.0,22.0,11.0,18.0,12.0,12.0,20.0,12.0,27.0,4.0,12.0,4.0,11.0,14.0,12.0,20.0,13.0,3.0,13.0,3.0,3.0,21.0,11.0,28.0,14.0,11.0,22.0,17.0,19.0,4.0,13.0,26.0,9.0,16.0,17.0,4.0,13.0,23.0,13.0,24.0,26.0,4.0,11.0,4.0,11.0,13.0,5.0,12.0,4.0,20.0,12.0,25.0,11.0,13.0,14.0,3.0,10.0,20.0,12.0,20.0,17.0,4.0,8.0,3.0,15.0,10.0,3.0,12.0,4.0,24.0,11.0
P,2016000041504,9,04,11613,4,53,1029257,11.0,17.0,1.0,,,2,2,2,2,2,,,2,1,2,,,,1,2,2,2,2,2,2,0.0,,,,1,5,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0.0,0.0,02,0.0,2,13,14,0.0,2,0.0,0.0,0.0,,3,,2,,1,210,999,,2,,1,6,,,1,02,,,,1200,,,6,,1,3,1,,4,0.0,0.0,053,356.0,,,1,2,4,1,01,001,0,0,0,0,1,0,0,1,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,10.0,10.0,8.0,21.0,9.0,3.0,12.0,2.0,2.0,13.0,10.0,20.0,7.0,12.0,16.0,9.0,14.0,4.0,9.0,2.0,8.0,12.0,13.0,14.0,12.0,4.0,12.0,4.0,3.0,15.0,16.0,18.0,11.0,5.0,24.0,10.0,16.0,5.0,7.0,13.0,8.0,16.0,10.0,3.0,12.0,24.0,9.0,24.0,22.0,2.0,10.0,5.0,10.0,11.0,4.0,10.0,4.0,11.0,7.0,21.0,7.0,10.0,9.0,3.0,9.0,21.0,14.0,16.0,17.0,3.0,8.0,3.0,10.0,16.0,2.0,9.0,2.0,18.0,10.0
P,2016000043438,9,03,11615,4,53,1029257,15.0,24.0,1.0,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0.0,30.0,1.0,01,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,02,0.0,1,,18,0.0,2,0.0,0.0,33000.0,40.0,1,1,1,,2,022,087,,2,1,,1,,,1,01,2870,086,041,,,,6,332M    ,1,,0,5240,4,33000.0,33000.0,053,501.0,11600,053,1,2,1,1,01,001,0,0,0,0,1,0,0,1,0,,,,,434051,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,23.0,5.0,28.0,17.0,16.0,5.0,5.0,4.0,14.0,15.0,23.0,5.0,12.0,25.0,15.0,14.0,16.0,14.0,4.0,17.0,14.0,14.0,15.0,28.0,4.0,15.0,16.0,15.0,26.0,4.0,17.0,15.0,26.0,14.0,24.0,26.0,5.0,4.0,15.0,27.0,27.0,4.0,22.0,16.0,14.0,5.0,5.0,5.0,14.0,14.0,29.0,5.0,14.0,26.0,15.0,14.0,13.0,15.0,4.0,17.0,14.0,16.0,13.0,25.0,4.0,15.0,16.0,15.0,29.0,5.0,14.0,18.0,23.0,16.0,27.0,27.0,4.0,4.0,15.0
P,2016000033083,9,04,11614,4,53,1029257,63.0,17.0,1.0,,,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0.0,0.0,04,0.0,2,13,13,0.0,2,0.0,0.0,0.0,,3,,2,,2,032,051,,2,,1,6,,,1,02,,,,,,,6,,1,1,1,,4,0.0,0.0,006,501.0,,,1,2,2,1,01,001,0,0,0,0,1,0,0,1,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,25.0,67.0,83.0,19.0,15.0,54.0,59.0,94.0,52.0,51.0,62.0,77.0,91.0,64.0,75.0,23.0,19.0,89.0,63.0,23.0,93.0,56.0,29.0,85.0,116.0,51.0,58.0,23.0,52.0,66.0,73.0,59.0,25.0,55.0,70.0,111.0,104.0,28.0,65.0,103.0,22.0,99.0,74.0,21.0,23.0,63.0,63.0,120.0,70.0,82.0,63.0,66.0,92.0,73.0,51.0,19.0,29.0,88.0,58.0,23.0,87.0,66.0,26.0,102.0,115.0,50.0,55.0,15.0,61.0,70.0,58.0,64.0,19.0,73.0,60.0,74.0,77.0,19.0,69.0
P,2016000036872,9,03,11611,4,53,1029257,16.0,21.0,1.0,,1,2,2,2,2,2,,,2,1,,,,,2,2,1,1,2,2,2,0.0,,,,1,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,02,0.0,2,15,19,0.0,1,0.0,0.0,0.0,,2,,,,4,999,999,,2,,,6,,,1,02,7580,,,1200,,,6,5613    ,1,,0,8965,,0.0,0.0,053,292.0,,,2,1,3,8,67,015,0,0,0,0,1,0,1,0,0,,,,,5191XX,,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,5.0,26.0,15.0,27.0,22.0,18.0,26.0,5.0,15.0,23.0,16.0,5.0,18.0,28.0,17.0,5.0,4.0,15.0,13.0,13.0,27.0,4.0,18.0,4.0,3.0,21.0,5.0,27.0,12.0,14.0,20.0,24.0,19.0,4.0,14.0,29.0,32.0,20.0,20.0,16.0,5.0,26.0,15.0,29.0,29.0,13.0,28.0,5.0,17.0,15.0,12.0,6.0,13.0,22.0,17.0,5.0,4.0,16.0,20.0,20.0,29.0,4.0,18.0,5.0,5.0,22.0,5.0,24.0,15.0,14.0,17.0,25.0,18.0,6.0,16.0,27.0,23.0,16.0,15.0,17.0
P,2016000040107,9,01,11604,4,53,1029257,17.0,18.0,1.0,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,3,4,,,,,,,,,,2,5,2,2,3,0.0,0.0,17,0.0,2,15,18,0.0,2,0.0,0.0,5000.0,10.0,1,4,2,,2,082,089,,2,,,6,,,1,01,7890,,,,00100,006,6,611M3   ,1,,0,4430,,5000.0,5000.0,006,,,,1,2,2,1,01,001,0,0,0,0,1,0,0,1,0,,,,,393090,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,30.0,3.0,3.0,2.0,3.0,29.0,16.0,16.0,2.0,32.0,15.0,16.0,30.0,16.0,16.0,29.0,18.0,17.0,18.0,17.0,2.0,29.0,30.0,32.0,30.0,2.0,17.0,17.0,30.0,2.0,17.0,16.0,2.0,17.0,16.0,2.0,16.0,16.0,16.0,16.0,2.0,30.0,29.0,29.0,31.0,2.0,16.0,17.0,31.0,2.0,17.0,16.0,2.0,16.0,17.0,2.0,16.0,17.0,15.0,16.0,31.0,2.0,2.0,2.0,3.0,30.0,17.0,17.0,2.0,30.0,16.0,17.0,30.0,16.0,16.0,31.0,16.0,17.0,17.0
P,2016000041524,9,07,11612,4,53,1029257,15.0,18.0,5.0,,,2,2,2,2,2,,,1,2,,,,,2,2,2,1,2,2,2,0.0,,,,1,5,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0.0,0.0,10,0.0,2,13,14,0.0,1,0.0,0.0,0.0,,3,,2,2014.0,1,223,999,8,1,,,6,,,1,08,,,,1200,,,6,,2,,0,,,0.0,0.0,314,263.0,,,2,1,1,8,67,015,0,0,0,0,1,0,1,0,0,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,16.0,14.0,9.0,16.0,30.0,4.0,25.0,10.0,9.0,4.0,6.0,5.0,16.0,15.0,20.0,5.0,14.0,19.0,35.0,5.0,5.0,28.0,25.0,16.0,11.0,16.0,13.0,5.0,24.0,20.0,20.0,15.0,7.0,21.0,12.0,15.0,4.0,17.0,16.0,11.0,12.0,12.0,21.0,3.0,3.0,30.0,4.0,19.0,17.0,19.0,18.0,16.0,13.0,12.0,3.0,21.0,11.0,7.0,5.0,27.0,22.0,4.0,4.0,18.0,17.0,14.0,15.0,26.0,6.0,21.0,13.0,15.0,21.0,4.0,28.0,15.0,33.0,16.0,13.0
P,2016000048700,9,02,11610,4,53,1029257,14.0,16.0,5.0,,1,2,2,2,2,2,,,2,1,,,,,2,2,2,1,2,2,2,0.0,,,,1,5,,,,,,1,,,,,,,,,,,2,5,2,2,3,0.0,0.0,02,0.0,2,12,13,0.0,1,0.0,0.0,580.0,22.0,1,6,2,2000.0,1,171,999,7,2,,5,6,,,1,01,8680,,,1250,,,6,722Z    ,2,6,1,4030,,580.0,580.0,162,440.0,,,2,1,3,1,01,001,0,0,0,0,1,0,0,1,1,,,,,352021,,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,10.0,12.0,4.0,19.0,14.0,12.0,14.0,4.0,23.0,12.0,11.0,5.0,14.0,4.0,4.0,20.0,23.0,11.0,12.0,21.0,15.0,14.0,5.0,31.0,12.0,16.0,14.0,5.0,24.0,17.0,15.0,4.0,18.0,3.0,4.0,32.0,20.0,14.0,10.0,27.0,17.0,13.0,5.0,28.0,13.0,17.0,15.0,3.0,20.0,17.0,15.0,4.0,17.0,5.0,3.0,22.0,20.0,13.0,14.0,27.0,14.0,13.0,4.0,18.0,12.0,13.0,12.0,3.0,21.0,13.0,11.0,3.0,12.0,4.0,4.0,23.0,30.0,14.0,13.0,23.0
P,2016000050690,9,03,11610,4,53,1029257,20.0,20.0,1.0,,1,2,2,2,2,2,,,2,,,,,,2,1,2,2,2,2,2,0.0,30.0,1.0,01,2,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,02,0.0,1,,16,0.0,1,0.0,0.0,30000.0,45.0,1,1,1,,2,924,290,,2,1,,1,,,1,01,4080,202,118,,10900,053,6,4232    ,1,,0,7630,,30000.0,30000.0,053,360.0,11600,053,1,2,3,1,01,001,0,0,0,0,1,0,0,1,0,,,,,4990XX,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,22.0,23.0,21.0,32.0,35.0,22.0,33.0,6.0,33.0,5.0,20.0,6.0,7.0,24.0,24.0,23.0,20.0,19.0,20.0,20.0,33.0,6.0,6.0,17.0,16.0,31.0,18.0,23.0,25.0,20.0,31.0,23.0,19.0,5.0,7.0,35.0,39.0,7.0,40.0,5.0,23.0,18.0,18.0,31.0,30.0,19.0,35.0,6.0,35.0,6.0,21.0,7.0,6.0,21.0,23.0,22.0,23.0,21.0,26.0,19.0,31.0,5.0,5.0,24.0,21.0,37.0,21.0,22.0,21.0,21.0,36.0,17.0,17.0,7.0,5.0,36.0,25.0,6.0,30.0
P,2016000050690,9,04,11610,4,53,1029257,21.0,17.0,1.0,,1,2,2,2,2,2,,,2,,2,,,,2,2,2,2,2,2,2,0.0,,,,2,5,,,,,,3,4,,,,,,,,,,2,5,2,2,3,0.0,0.0,03,0.0,2,13,14,0.0,2,0.0,0.0,450.0,20.0,1,6,,,3,996,999,,2,,1,6,,,2,01,7480,,,,10900,053,6,54194   ,1,1,1,4350,4,450.0,450.0,053,360.0,,,2,2,3,1,01,001,0,0,0,0,1,0,0,1,1,,,,,392021,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,25.0,24.0,14.0,36.0,40.0,22.0,49.0,5.0,31.0,5.0,25.0,6.0,6.0,22.0,18.0,22.0,22.0,18.0,24.0,18.0,40.0,5.0,7.0,19.0,25.0,33.0,24.0,24.0,23.0,26.0,38.0,20.0,22.0,5.0,6.0,32.0,43.0,8.0,26.0,7.0,17.0,19.0,26.0,44.0,41.0,21.0,33.0,5.0,30.0,8.0,22.0,7.0,7.0,23.0,29.0,21.0,18.0,21.0,26.0,24.0,32.0,6.0,9.0,19.0,19.0,27.0,21.0,21.0,20.0,23.0,34.0,22.0,23.0,7.0,9.0,38.0,29.0,7.0,44.0
P,2016000054450,9,03,11615,4,53,1029257,71.0,20.0,5.0,,1,2,2,2,2,2,,,2,1,,,,,2,2,2,2,2,2,2,0.0,20.0,1.0,01,1,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,02,0.0,1,,14,0.0,1,0.0,0.0,18200.0,32.0,1,1,1,2005.0,1,210,999,7,2,1,,1,,,2,02,7770,083,040,1200,,,6,56173   ,2,,0,9130,,18200.0,18200.0,303,177.0,11600,053,2,2,1,8,67,015,0,0,0,0,1,0,1,0,0,,,,,533030,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,71.0,60.0,67.0,109.0,63.0,120.0,60.0,66.0,133.0,54.0,21.0,112.0,74.0,29.0,60.0,79.0,21.0,68.0,118.0,122.0,63.0,68.0,122.0,30.0,65.0,20.0,88.0,62.0,23.0,71.0,89.0,32.0,32.0,73.0,73.0,81.0,116.0,54.0,25.0,26.0,71.0,87.0,89.0,134.0,69.0,129.0,64.0,73.0,93.0,77.0,30.0,102.0,96.0,26.0,67.0,80.0,20.0,62.0,91.0,141.0,74.0,77.0,71.0,21.0,64.0,24.0,68.0,75.0,32.0,65.0,80.0,24.0,21.0,110.0,77.0,74.0,112.0,60.0,23.0
P,2016000054450,9,07,11615,4,53,1029257,71.0,18.0,1.0,,1,2,2,2,2,2,,,2,1,2,,,,2,2,2,1,2,2,2,0.0,20.0,1.0,01,1,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,12,0.0,1,,14,0.0,2,0.0,0.0,2100.0,28.0,1,6,1,,1,210,999,,2,1,,1,,,1,02,8680,206,121,1200,11600,053,6,722Z    ,1,,0,4720,4,2100.0,2100.0,006,16.0,11600,053,2,1,1,8,67,015,0,0,0,0,1,0,1,0,0,,,,,412010,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,57.0,79.0,82.0,71.0,82.0,157.0,113.0,69.0,102.0,63.0,23.0,105.0,123.0,39.0,52.0,71.0,27.0,49.0,179.0,123.0,102.0,53.0,92.0,25.0,47.0,30.0,54.0,62.0,24.0,48.0,95.0,65.0,26.0,71.0,93.0,60.0,92.0,77.0,43.0,26.0,88.0,69.0,83.0,91.0,73.0,94.0,50.0,54.0,107.0,54.0,26.0,130.0,75.0,18.0,110.0,54.0,22.0,98.0,95.0,138.0,84.0,103.0,56.0,24.0,97.0,23.0,83.0,86.0,23.0,93.0,104.0,14.0,28.0,129.0,65.0,69.0,95.0,67.0,23.0
P,2016000055170,9,04,11613,4,53,1029257,15.0,20.0,4.0,2000.0,1,2,2,2,2,2,,,2,1,2,,,,2,2,2,1,2,2,2,0.0,,,,1,5,,,,,,1,4,,,,,,,,,,2,1,2,1,3,0.0,0.0,05,0.0,3,15,20,0.0,2,0.0,0.0,4000.0,25.0,1,5,2,2000.0,1,600,999,7,2,,,3,,,1,01,5580,,,1290,,,6,4539    ,2,,0,4720,4,4000.0,4000.0,231,129.0,,,2,1,1,9,68,024,0,1,0,0,2,0,0,1,0,,,,,412010,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,15.0,5.0,4.0,17.0,21.0,14.0,5.0,22.0,4.0,19.0,31.0,26.0,31.0,18.0,4.0,26.0,17.0,14.0,16.0,13.0,20.0,4.0,4.0,13.0,19.0,15.0,4.0,28.0,5.0,17.0,20.0,28.0,23.0,16.0,6.0,30.0,18.0,15.0,24.0,15.0,15.0,4.0,5.0,14.0,12.0,15.0,4.0,34.0,5.0,14.0,23.0,29.0,23.0,14.0,6.0,23.0,15.0,16.0,17.0,22.0,13.0,4.0,4.0,15.0,15.0,22.0,6.0,21.0,4.0,16.0,30.0,23.0,28.0,15.0,3.0,22.0,14.0,16.0,10.0
P,2016000041165,9,05,11611,4,53,1029257,34.0,19.0,1.0,,,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,02,0.0,2,15,18,0.0,1,0.0,0.0,0.0,,3,,,,1,720,999,,2,,,6,,,1,01,,,,,,,6,,1,,0,,,0.0,0.0,053,501.0,,,1,2,4,6,45,006,0,1,0,0,1,0,0,0,0,,,,,,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,,1,,1,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,41.0,27.0,11.0,36.0,28.0,40.0,87.0,37.0,30.0,9.0,47.0,21.0,10.0,39.0,56.0,49.0,53.0,7.0,32.0,8.0,34.0,36.0,69.0,34.0,35.0,24.0,13.0,30.0,27.0,44.0,12.0,62.0,39.0,27.0,36.0,13.0,13.0,45.0,38.0,10.0,22.0,25.0,52.0,30.0,37.0,31.0,11.0,59.0,37.0,51.0,11.0,64.0,54.0,45.0,38.0,9.0,8.0,55.0,33.0,50.0,36.0,41.0,12.0,29.0,30.0,63.0,50.0,51.0,41.0,8.0,56.0,9.0,12.0,36.0,40.0,58.0,33.0,10.0,25.0,43.0
P,2016000060775,9,03,11615,4,53,1029257,31.0,18.0,1.0,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0.0,,,,2,5,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0.0,0.0,02,0.0,2,14,16,0.0,1,0.0,0.0,3500.0,18.0,1,4,2,,2,082,051,,2,,,6,,,1,01,5380,,,,,,6,45211   ,1,,0,4720,,3500.0,3500.0,053,501.0,,,1,2,4,1,01,001,0,0,0,0,1,0,0,1,0,,,,,412010,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30.0,9.0,9.0,53.0,28.0,48.0,30.0,27.0,47.0,26.0,53.0,10.0,9.0,31.0,36.0,29.0,51.0,33.0,8.0,34.0,36.0,60.0,51.0,8.0,30.0,11.0,30.0,29.0,10.0,30.0,10.0,54.0,51.0,30.0,32.0,39.0,9.0,27.0,50.0,26.0,30.0,9.0,10.0,53.0,32.0,48.0,31.0,27.0,44.0,26.0,59.0,10.0,9.0,25.0,32.0,28.0,48.0,34.0,9.0,31.0,37.0,52.0,52.0,10.0,33.0,9.0,28.0,30.0,10.0,31.0,9.0,53.0,48.0,31.0,31.0,38.0,10.0,31.0,53.0,32.0
P,2016000056402,9,03,11604,4,53,1029257,13.0,23.0,1.0,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0.0,15.0,1.0,01,2,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0.0,0.0,15,0.0,1,,19,0.0,2,0.0,0.0,40000.0,48.0,1,1,1,,1,924,999,,2,1,,1,,,1,01,7460,085,043,,11700,053,6,5417    ,1,,0,5940,4,40000.0,40000.0,053,323.0,11600,053,1,2,2,1,01,001,0,0,0,0,1,0,0,1,0,,,,,439XXX,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,,1,,1,,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,4.0,15.0,5.0,15.0,24.0,15.0,20.0,5.0,12.0,26.0,22.0,15.0,14.0,12.0,12.0,16.0,4.0,13.0,21.0,19.0,21.0,14.0,26.0,13.0,4.0,12.0,4.0,20.0,11.0,4.0,3.0,14.0,13.0,14.0,17.0,15.0,27.0,14.0,4.0,4.0,5.0,17.0,4.0,15.0,23.0,13.0,21.0,4.0,13.0,17.0,21.0,14.0,12.0,14.0,15.0,14.0,4.0,12.0,24.0,23.0,21.0,14.0,28.0,17.0,5.0,12.0,4.0,29.0,17.0,5.0,3.0,17.0,9.0,11.0,11.0,12.0,26.0,12.0,5.0,5.0
